Straßenname;Hinweis_zum_Straßennamen;Planquadrat_von;Planquadrat_bis;Lage_im_Straßennetz_von_Straße;Lage_im_Straßennetz_bis_Straße;Stadtteilname;Postleitzahl;Straßenschluessel-Nr.;ungerade_Haus-Nr._von;ungerade_Haus-Nr._bis;gerade_Haus-Nr._von;gerade_Haus-Nr._bis;Stadtteil-Nr.
Schönaustraße;;5078;;Heyestraße;Dreherstraße;Gerresheim;40625;2779;;;;;71
Schönberg-Straße;siehe Arnold-Sch.-Str.;;;;;;;;;;;;
Schöndorff-Platz;siehe Albert-Schöndorff-Pl.;;;;;;;;;;;;
Schöndorffstraße;;4874;;Ludwigshafener Str.;nach Westen;Lierenfeld;40229;2780;1;999;8;998;81
Schöndorffstraße;;4874;;Ludwigshafener Str.;nach Westen;Eller;40229;2780;;;2;8a;82
Schöne Aussicht;;4970;;Benrather Schlossallee;Benrodestraße;Benrath;40597;2781;;;;;95
Schönenkamp;siehe Am Sch.;;;;;;;;;;;;
Schopenhauerstraße;;4680;4681;Scheffelstraße;Stieglitzstraße;Mörsenbroich;40470;2782;;;;;64
Schorlemerstraße;;4278;4377;Luegallee;Niederkasseler Kirchweg;Oberkassel;40545;2783;1;27;2;58;41
Schorlemerstraße;;4278;4377;Luegallee;Niederkasseler Kirchweg;Niederkassel;40547;2783;29;999;60;998;44
Schorn;siehe Am Sch.;;;;;;;;;;;;
Schreberweg;;4977;;Oberlinstraße;Bertastraße;Gerresheim;40625;2785;;;;;71
Schreiberhauer Weg;;4975;;Langenbielauer Weg;Reichenbacher Weg;Vennhausen;40627;2786;;;;;83
Schubertstraße;;4878;4778;Simrockstraße;Grimmstraße;Grafenberg;40235;2787;;;;;72
Schuchardstraße;;5268;;Rostocker Straße;nach Südosten;Garath;40595;2788;;;;;101
Schürberg;siehe Am Sch.;;;;;;;;;;;;
Schüßlerstraße;;4381;;Am Hain;Irmerstraße;Stockum;40474;2789;;;;;51
Schüttenhof;siehe Am Sch.;;;;;;;;;;;;
Schützenstraße;;4677;4577;Am Wehrhahn;Kölner Straße;Stadtmitte;40211;2790;;;;;13
Schützenwiese;siehe An der Sch.;;;;;;;;;;;;
Schütz-Straße;siehe Heinrich-Sch.-Str.;;;;;;;;;;;;
Schulberg;siehe Am Sch.;;;;;;;;;;;;
Schulhoff-Platz;siehe Georg-Sch.-Pl.;;;;;;;;;;;;
Schulstraße;;4477;;Rathausufer;Maxplatz;Carlstadt;40213;2791;;;;;12
Schultersbusch;siehe Am Schultersbusch;;;;;;;;;;;;
Schulte-Straße;siehe Eduard-Sch.-Str.;;;;;;;;;;;;
Schulweg;;4288;;Melbecksweg;Bockumer Straße;Wittlaer;40489;692;;;;;54
Schumannstraße;;4778;4677;Rethelstraße;Brahmsplatz;Düsseltal;40237;2792;1;85;2;84;23
Schumannstraße;;4778;4677;Rethelstraße;Brahmsplatz;Düsseltal;40237;2792;87;999;86;998;23
Schurfwinkel;siehe Am Sch.;;;;;;;;;;;;
Schurz-Straße;siehe Karl-Sch.-Str.;;;;;;;;;;;;
Schwabstraße;;4777;;Bruchstraße;nach Nordwesten;Flingern Nord;40235;2793;;;;;22
Schwalbenberg;siehe Am Sch.;;;;;;;;;;;;
Schwalbenweg;;4481;;Auerhahnweg;Fasanenweg;Unterrath;40468;2794;;;;;62
Schwalmstraße;;4287;;Hansaallee;Saarwerdenstraße;Oberkassel;40547;2795;;;;;41
Schwanenmarkt;;4476;;Haroldstr. über Südstr.;Haroldstraße;Carlstadt;40213;2796;;;;;12
Schwannstraße;;4479;4480;Rossstraße;Kennedydamm;Golzheim;40476;2797;;;;;16
Schwarzbach;siehe Am Sch.;;;;;;;;;;;;
Schwarzbachaue;siehe Zur Sch.;4287;;Einbrunger Straße;nach Süden;Kalkum;40489;3860;;;;;56
Schwarzbachmündung;;;;;;;;;;;;;
Schwarzbachstraße;;5078;;Metzkauser Straße;Gräulinger Straße;Gerresheim;40625;2798;;;;;71
Schwarzer Weg;;5269;;Am Buchholzer Busch;Frankfurter Straße;Benrath;40593;2799;;;2;998;95
Schwarzer Weg;;5269;;Am Buchholzer Busch;Frankfurter Straße;Urdenbach;40593;2799;109;999;;;96
Schwarzer Weg;;5269;;Am Buchholzer Busch;Frankfurter Straße;Garath;40593;2799;1;107;;;101
Schweidnitzer Straße;;4975;;Am Hackenbruch;Rossbachstraße;Eller;40231;2800;;;;;82
Schweitzerstraße;;5075;5175;Hürthstraße;nach Nordosten;Vennhausen;40627;2801;;;;;83
Schwelmer Straße;;4777;;Bruchstraße;nach Nordosten;Flingern Nord;40235;2802;;;;;22
Schwerinstraße;;4479;4578;Nordstraße;Rolandstraße;Pempelfort;40477;2803;1;27;2;48;14
Schwerinstraße;;4479;4578;Nordstraße;Rolandstraße;Golzheim;40476;2803;29;999;50;998;16
Schwerter Straße;;4682;;südöstlich Hörder Str.;Hörder Straße;Rath;40472;2804;;;;;63
Schwietzkestraße;;4780;4681;Stieglitzstraße;Habichtstraße;Mörsenbroich;40470;3722;;;;;64
Schwippert-Straße;siehe Prof.-Schwippert-Str.;;;;;;;;;;;;
Sebastian-Schäffer-Straße;;5075;;Hürthstraße;nach Nordosten;Vennhausen;40627;2805;;;;;83
Sebastiansweg;;4875;;An der Schützenwiese;Melchthalweg;Lierenfeld;40231;2806;;;;;81
Sedanstraße;;4475;;Kronprinzenstraße;Florastraße;Unterbilk;40217;2807;;;;;32
Seebohm-Straße;siehe Hans-Christoph-S.-Str.;;;;;;;;;;;;
Seeheimer Weg;;4775;4774;Im Liefeld;Offenbacher Weg u. darüber hinaus;Oberbilk;40227;2808;1;999;2;20;37
Seeheimer Weg;;4775;4774;Im Liefeld;Offenbacher Weg u. darüber hinaus;Eller;40229;2808;;;22;998;82
Seesener Straße;;5367;;Clausthal-Zellerfelder-Str.;Bad Harzburger Str.;Hellerhof;40595;3561;;;;;102
Seestern;siehe Am S.;;;;;;;;;;;;
Seeweg;;5274;;Gerresheimer Landstr.;Vennstraße;Unterbach;40627;798;;;;;84
Segeberger Weg;;4481;4482;Kalkumer Straße;Oldenburger Straße;Unterrath;40468;2809;;;;;62
Seidenweg;;5069;5068;Haus-Endt-Straße;Haus-Endt-Straße;Urdenbach;40593;3577;;;;;96
Selbecker Straße;;4780;4781;Rather Broich;nach Norden;Rath;40472;3546;;;;;63
Selikumstraße;;3978;;Knechtstedenstraße;Knechtstedenstraße;Heerdt;40549;2810;;;;;42
Senefelderweg;;4672;;Mendelweg;Mendelweg;Wersten;40591;2811;;;;;91
Senftenberger Weg;;4976;5076;Gubener Straße;Reichenbacher Weg;Vennhausen;40627;3776;;;;;83
Sengbachweg;;4877;;Beverweg;Brölweg;Gerresheim;40625;2812;;;;;71
Sengelsweg;;4588;;An den Linden;An den Kämpen;Angermund;40489;627;;;;;55
Sentaweg;;4381;;Danziger Straße;Uhlenweg;Stockum;40468;2813;;;;;51
Sermer Weg;;4683;;Buchholzer Weg;Volkardeyer Weg;Lichtenbroich;40472;2814;;;;;61
Serpentine;;4879;;Ernst-Poensgen-Allee;Wandershofer Weg;Ludenberg;40629;2815;;;;;73
Severing-Straße;siehe Carl-S.-Str.;;;;;;;;;;;;
Seydlitzstraße;;4579;4479;Schwerinstraße;Rossstraße;Golzheim;40476;2816;;;;;16
Sichelstraße;;5077;;Heyestraße;Torfbruchstraße;Gerresheim;40625;2817;;;;;71
Siebenbürgenweg;;4872;;Werstener Friedhofstr.;Hermannstadtstr. kreuz. über d. hinaus;Wersten;40591;2818;;;;;91
Siedlerweg;;4976;4877;Dreherstraße;Bertastraße;Gerresheim;40625;2819;;;;;71
Siegburger Straße;;4774;4675;Oberbilker Allee;Kölner Landstraße;Oberbilk;40591;2820;1;999;2;118;37
Siegburger Straße;;4774;4675;Oberbilker Allee;Kölner Landstraße;Wersten;40591;2820;;;120;998;91
Siegburger Straße 68 Garten;;4774;4675;Siegburger Straße;;Oberbilk;40591;3366;;;;;37
Siegfried-Klein-Straße;;4476;;Kasernenstraße;Hohe Straße;Carlstadt;40213;2821;;;;;12
Siegfriedstraße;;4277;;Düsseldorfer Str.;Schanzenstraße;Oberkassel;40549;2822;;;;;41
Siegplatz;;4376;;Siegstraße;Wupperstraße;Unterbilk;40219;3802;;;;;32
Siegstraße;;4375;;Erftstraße;Gladbacher Straße;Unterbilk;40219;2823;;;;;32
Siemensstraße;;4675;4575;Arminstraße;Linienstraße;Oberbilk;40227;2824;;;;;37
Sigmaringenstraße;;4378;;Oberkasseler Str.;Mönchenwerther Str.;Oberkassel;40545;3212;1;999;;;41
Sigmaringenstraße;;4378;;Oberkasseler Str.;Mönchenwerther Str.;Niederkassel;40547;3212;;;2;998;44
Silberberg;siehe Am S.;;;;;;;;;;;;
Silcherstraße;;5169;;Brucknerstraße;Richard-Strauß-Platz;Benrath;40593;2825;;;;;95
Simon-Gatzweiler-Platz;;4178;;Pariser Straße;nach Norden;Oberkassel;40545;3697;;;;;41
Simrockstraße;;4779;4878;Graf-Recke-Straße;Grafenberger Allee;Düsseltal;40237;2826;1;999;;;23
Simrockstraße;;4779;4878;Graf-Recke-Straße;Grafenberger Allee;Grafenberg;40235;2826;;;2;998;72
Sistenichstraße;;5170;;Benrather Marktplatz;Börchemstraße;Benrath;40597;2827;;;;;95
Sittarder Straße;;4478;;Fischerstraße;Cecilienallee;Pempelfort;40477;2828;;;;;14
Sodener Weg;;4874;;Wetzlarer Weg;Sturmstraße;Eller;40229;2829;;;;;82
Sodenstraße;;5168;;Peter-Adolphs-Straße;Koblenzer Straße;Urdenbach;40593;2830;;;;;96
Sohnstraße;;4778;;Grafenberger Allee;Fritz-Wüst-Straße;Düsseltal;40237;2831;;;;;23
Solenanderstraße;;4574;;Witzelstraße;Brinckmannstraße;Bilk;40225;2832;;;;;36
Solfstraße;;5168;;Lüderitzstraße;Woermannstraße;Urdenbach;40593;2833;;;;;96
Solinger Straße;;4675;;Ellerstraße;Sonnenstraße;Oberbilk;40227;2834;;;;;37
Soltauer Weg;;4581;;Wilseder Weg;Uelzener Weg;Unterrath;40468;2835;;;;;62
Sommerfeldstraße;;4771;;Bergiusstraße;Einsteinstraße;Holthausen;40589;3873;;;;;93
Sommersstraße;;4579;;Jülicher Straße;Münsterstraße;Derendorf;40476;2836;;;;;15
Sommer-Straße;siehe Moritz-S.-Str.;;;;;;;;;;;;
Sonderburgstraße;;4277;;Dominikanerstraße;Belsenplatz;Oberkassel;40545;2837;;;;;41
Sonnbornstraße;;4978;;Benderstraße;Lakronstraße;Gerresheim;40625;2838;;;;;71
Sonnenacker;;4189;4288;Zur Bockumer Linde;Fritz-Köhler-Weg;Wittlaer;40489;3622;;;;;54
Sonnenplatz;;5368;;Fritz-Erler-Straße;Thomas-Dehler-Straße;Garath;40595;3831;;;;;101
Sonnenschein-Straße;siehe Carl-S.-Str.;;;;;;;;;;;;
Sonnenstraße;;4575;4675;Hüttenstraße;Kirchstr. kreuz. über d. hinaus;Oberbilk;40227;2839;1;95;2;74;37
Sonnenstraße;;4575;4675;Hüttenstraße;Kirchstr. kreuz. über d. hinaus;Oberbilk;40227;2839;97;999;76;998;37
Sonsbecker Straße;;4279;;Lotharstraße;nach Nordosten;Niederkassel;40547;2840;;;;;44
Sophienstraße;;5069;5070;Benrodestraße;Meliesallee;Benrath;40597;2841;;;;;95
Sorpeweg;;4877;;Beverweg;Brölweg;Gerresheim;40625;2842;;;;;71
Spaltwerk;siehe Am Sp.;;;;;;;;;;;;
Spandauer Straße;;5073;5072;Oranienburger Straße;Am Schönenkamp u. darüber hinaus;Hassels;40599;3174;;;;;98
Spangen;siehe Am Sp.;;;;;;;;;;;;
Spangerstraße;;5072;5071;Altenbrückstraße;Bromberger Straße;Hassels;40599;2843;;;;;98
Spatenstraße;;4780;;Pflugstraße;Sankt-Franziskus-Straße;Mörsenbroich;40470;2844;;;;;64
Speckmannweg;;4381;;Ganghoferstraße;Danziger Straße;Stockum;40474;2845;;;;;51
Speditionstraße;;4276;;Franziusstraße;nach Nordosten;Hafen;40221;2846;;;;;33
Speestraße;;5078;;Regenbergastraße;Dreherstraße;Gerresheim;40625;2847;;;;;71
Spee-Straße;siehe Friedrich-von-Sp.-Str.;;;;;;;;;;;;
Speldorfer Straße;;4678;4679;Weseler Straße;Kühlwetterstraße;Düsseltal;40239;2848;;;;;23
Spengler-Straße;siehe Oswald-Sp.-Str.;;;;;;;;;;;;
Sperberstraße;;5075;;Vennhauser Allee;Am Ellerforst;Vennhausen;40627;2849;;;;;83
Sperlingsweg;;4381;4382;Krönerweg;Eckenerstraße;Unterrath;40468;2850;;;;;62
Speyerweg;;4774;4773;Grüner Weg;Eisenbahn;Eller;40229;2851;;;;;82
Spichernplatz;;4579;;Ulmenstraße;Spichernstraße;Derendorf;40476;2852;;;;;15
Spichernstraße;;4579;;Ulmenstraße;Rather Straße;Derendorf;40476;2853;;;;;15
Spiegel-Platz;siehe Paul-Spiegel-Platz;;;;;;;;;;;;
Spiekeroogstraße;;4482;4582;Wangeroogestraße;Syltstraße;Unterrath;40468;2854;;;;;62
Spielberg;siehe Am Sp.;;;;;;;;;;;;
Spielberger Weg;;4283;4282;Niederrheinstraße;nach Norden;Lohausen;40474;2855;;;;;52
Splett-Straße;siehe Carl-Maria-Sp.-Str.;;;;;;;;;;;;
Spohrstraße;;5169;;Brucknerstraße;Telemannstraße;Benrath;40593;2856;;;;;95
Sportstraße;;4179;4178;Ambossstraße;Niederkasseler Lohweg;Lörick;40547;2857;;;;;43
Springorum-Straße;siehe Friedrich-Sp.-Str.;;;;;;;;;;;;
Sprockhöveler Straße;;4773;;Nixenstraße;Ohligser Straße;Wersten;40591;2858;;;;;91
Sprottauer Weg;;4975;;Ohlauer Weg;Reichenbacher Weg;Vennhausen;40627;2859;;;;;83
Staad;siehe Am St.;;;;;;;;;;;;
Staatsforst;siehe Am St.;;;;;;;;;;;;
Stadionweg;;4282;;Heiligenweg;nach Süden;Stockum;40474;2860;21;999;22;998;51
Stadionweg;;4282;;Heiligenweg;nach Süden;Lohausen;40474;2860;1;19;2;20;52
Stadtbrückchen;;4477;;Flinger Straße;Grabenstraße;Stadtmitte;40213;2861;;;;;13
Stadttor;;4376;;Ernst-Gnoß-Straße;Lippestraße;Unterbilk;40219;3804;;;;;32
Ständehausstraße;;4476;;Elisabethstraße;Wasserstraße;Unterbilk;40217;2862;;;;;32
Stahlstraße;;4676;;Eisenstraße;Ellerstraße;Oberbilk;40227;2863;;;;;37
Stahlwerkstraße;;4676;;Eisenstraße;Velberter Straße;Oberbilk;40227;2864;;;;;37
Stapelbachweg;;4877;;Dreherstraße;Brölweg;Gerresheim;40625;2865;;;;;71
Starenweg;;4381;4482;Sperlingsweg;Eckenerstraße;Unterrath;40468;2866;;;;;62
Stargarder Straße;;5171;5172;Graudenzer Straße;Tönisstraße;Hassels;40599;2867;;;;;98
Statz-Platz;siehe Leo-St.-Pl.;;;;;;;;;;;;
Statz-Straße;siehe Leo-St.-Str.;;;;;;;;;;;;
Staufenplatz;;4879;4878;Ernst-Poensgen-Allee;Ludenberger Straße;Grafenberg;40629;2868;;;;;72
Stauffacherweg;;4875;;Melchthalweg;Sebastiansweg;Lierenfeld;40231;2869;;;;;81
Stauffenberg-Straße;siehe Graf-von-St.-Str.;;;;;;;;;;;;
Steele;siehe In der St.;;;;;;;;;;;;
Steffaniweg;;5268;;Corellistraße;nach Süden;Urdenbach;40593;2870;;;;;96
Steffenstraße;;4277;;Düsseldorfer Straße;Sonderburgstraße;Oberkassel;40545;2871;;;;;41
Stegerwald-Straße;siehe Adam-St.-Str.;;;;;;;;;;;;
Steinberg;siehe Am St.;;;;;;;;;;;;
Steinebrück;siehe Am St.;;;;;;;;;;;;
Steinen;siehe Auf den St.;;;;;;;;;;;;
Steinhauerstraße;;5170;5270;Telleringstraße;Einsiedelstraße;Benrath;40597;2872;;;;;95
Steinkaul;;4670;4671;Alt-Himmelgeist;Maikammer;Himmelgeist;40589;2873;;;;;92
Steinkribbenstraße;;5070;;Benrather Schlossallee;Benrodestraße;Benrath;40597;2874;;;;;95
Steinstraße;;4576;4476;Königsallee;Oststraße;Stadtmitte;40212;2875;1;17;2;20;13
Steinstraße;;4577;4477;Königsallee;Oststraße;Stadtmitte;40210;2875;19;999;22;998;13
Stein-Straße;siehe Freiherr-vom-St.-Str.;;;;;;;;;;;;
Steinweg;;5178;5077;Alter Markt;Quadenhofstraße;Gerresheim;40625;2876;;;;;71
Steinwerth;;4589;;Kalkweg;nach Süden;Angermund;40489;830;;;;;55
Stendaler Straße;;5072;;Rathenower Straße;Further Straße;Hassels;40599;2877;;;;;98
Stephanienstraße;;4577;;Leopoldstraße;nach Nordwesten;Stadtmitte;40211;2878;;;;;13
Stephan-Lochner-Straße;;4488;;Angermunder Straße;nach Nordwesten;Angermund;40489;3783;;;;;55
Stephanstraße;;5071;;Henkelstraße;nach Nordwesten;Reisholz;40599;2879;;;;;94
Sterngasse;;4578;4478;Kaiserstraße;Sternstraße;Pempelfort;40479;2880;;;;;14
Sternstraße;;4478;4578;Kaiserstraße;Blücherstraße;Pempelfort;40479;2881;;;;;14
Sterntalerweg;;4877;;Froschkönigweg;Zum Märchenland darüber  hinaus;Flingern Nord;40235;2882;;;;;22
Sternwartstraße;;4374;4375;Volmerswerther Straße;Fleher Straße;Bilk;40223;2883;;;;;36
Stettiner Straße;;5368;5268;Stralsunder Straße;Frankfurter Straße;Garath;40595;2884;;;;;101
Steubenstraße;;5071;;Henkelstraße;Eichelstraße;Reisholz;40599;2885;;;;;94
St.-Hippolyt-Weg;;5178;;Steinweg;Gerricusstraße;Gerresheim;40625;3817;;;;;71
Stick-Straße;siehe Josef-St.-Str.;;;;;;;;;;;;
Stieff-Straße;siehe Helmut-St.-Str.;;;;;;;;;;;;
Stieglitzstraße;;4680;4681;Münsterstraße;Schopenhauerstr. und darüber hinaus;Mörsenbroich;40470;2886;;;;;64
Stieglitzstraße 18 Garten;;4680;4681;Stieglitzstraße;;Mörsenbroich;40470;3371;;;;;64
Stieglitzstraße 40 Garten;;4680;4681;Stieglitzstraße;;Mörsenbroich;40470;3372;;;;;64
Stieglitzstraße 60 Garten;;4680;4681;Stieglitzstraße;;Mörsenbroich;40470;3369;;;;;64
Stiftsgasse;;4285;;An Sankt Swidbert;Suitbertus-Stiftsplatz;Kaiserswerth;40489;2887;;;;;53
Stiftsplatz;;4477;;Altestadt;Lambertusstr. kreuz. über d. hinaus;Altstadt;40213;2888;;;;;11
Stilling-Straße;siehe Jung-St.-Str.;;;;;;;;;;;;
Stippelburggasse;;4275;4175;Hammer Dorfstraße;Florensstraße;Hamm;40221;2889;;;;;34
Stock;siehe Am St.;;;;;;;;;;;;
Stockgartenfeld;;5075;;Kamper Weg;Tannenhofweg;Gerresheim;40627;2890;1;999;;;71
Stockgartenfeld;;5075;;Kamper Weg;Tannenhofweg;Vennhausen;40627;2890;;;2;998;83
Stockhausgasse;;4285;;An Sankt Swidbert;Friedrich-von-Spee-Straße;Kaiserswerth;40489;2891;;;;;53
Stockkampstraße;;4578;;Blücherstraße;Derendorfer Straße;Pempelfort;40477;2892;;;;;14
Stockumer Höfe;;4181;4282;Niederrheinstraße;Am Staad;Stockum;40474;2893;1;99;2;98;51
Stockumer Höfe;;4181;4282;Niederrheinstraße;Am Staad;Lohausen;40474;2893;101;999;100;998;52
Stockumer Kirchstraße;;4381;4280;Kaiserswerther Straße;Rotterdamer Straße;Stockum;40474;2894;;;;;51
Stockumer Kirchstraße 45 Garten;;4381;4280;Stockumer Kirchstr.;;Stockum;40474;3368;;;;;51
Stoffeler Broich;;4673;;Werstener Straße;Brückerbach;Bilk;40225;2895;;;;;36
Stoffeler Damm;;4473;4573;westlich Merowingerstraße;Himmelgeister Straße;Bilk;40225;2896;;;72;998;36
Stoffeler Damm;;4473;4573;westlich Merowingerstraße;Himmelgeister Straße;Flehe;40225;2896;1;999;2;70;38
Stoffeler Kapellenweg;;4674;;Siegburger Straße;Werstener Straße;Bilk;40225;2897;295;999;;;36
Stoffeler Kapellenweg;;4674;;Siegburger Straße;Werstener Straße;Oberbilk;40225;2897;1;293;2;294;37
Stoffeler Kapellenweg;;4674;;Siegburger Straße;Werstener Straße;Wersten;40225;2897;;;296;998;91
Stoffeler Straße;;4675;;Kölner Straße;Oberbilker Allee;Oberbilk;40227;2898;;;;;37
Stolberger Straße;;4078;4077;Benediktusstraße;Heesenstraße;Heerdt;40549;2899;;;;;42
Stolz-Straße;siehe Robert-St.-Str.;;;;;;;;;;;;
Storm-Straße;siehe Theodor-St.-Str.;;;;;;;;;;;;
Straelener Weg;;4683;;Tiefenbroicher Weg;nach Südosten;Lichtenbroich;40472;3812;;;;;61
Stralsunder Straße;;5268;5269;Am Buchholzer;Stettiner Straße;Garath;40595;2900;;;;;101
Straßburger Straße;;4580;;Metzer Straße;Rather Straße;Derendorf;40476;2901;;;;;15
Straßmann-Straße;siehe Fritz-St.-Str.;;;;;;;;;;;;
Stratenweg;;5281;5280;Bergische Landstraße;nach Norden, dann Westen;Hubbelrath;40629;756;;;;;74
Stratumer Straße;;4079;;Anrather Weg;Ilvericher Straße;Lörick;40547;2902;;;;;43
Strauchbusch;siehe Am St.;;;;;;;;;;;;
Straußenkreuz;siehe Am St.;;;;;;;;;;;;
Strauss-Platz;siehe Richard-St.-Pl.;;;;;;;;;;;;
Stresemannplatz;;4576;;Stresemannstraße;Graf-Adolf-Straße;Stadtmitte;40210;2904;1;3;2;2;13
Stresemannplatz;;4576;;Stresemannstraße;Graf-Adolf-Straße;Friedrichstadt;40210;2904;5;999;4;998;31
Stresemannstraße;;4576;;Berliner Allee;Stresemannplatz;Stadtmitte;40210;2905;;;;;13
Striegauer Weg;;4975;5075;Sandträgerweg;Reichenbacher Weg;Vennhausen;40627;2906;;;;;83
Stromstraße;;4376;;Platz des Landtags;Hammerstraße;Unterbilk;40221;2907;;;;;32
Strümpellstraße;;4574;;Schloßmannstraße;Bittweg;Bilk;40225;2908;;;;;36
Struwwelpeterplatz;;4877;;Rapunzelweg;Rübezahlweg;Flingern Nord;40235;3788;;;;;22
Stückerstraße;;4678;;Weseler Straße;Boltensternstraße;Düsseltal;40239;2909;;;;;23
Stümpeweg;;5067;5266;Baumberger Weg;nach Osten;Urdenbach;40593;2910;;;;;96
Stürzelberger Straße;;4179;;Niederkasseler Lohweg;Wickrather Straße;Lörick;40547;2911;;;;;43
Stufstock;siehe Am St.;;;;;;;;;;;;
Stumpfkreuzweg;;4374;4375;Fährstraße;Völklinger Straße;Hamm;40221;2912;;;;;34
Sturmstraße;;4873;4874;Waagenstraße;Werstener Feld;Eller;40229;2913;;;;;82
Sudetenstraße;;4975;;Leuthenstraße;Rossbachstraße;Eller;40231;2914;;;;;82
Sudetenstraße 22 Garten;;4975;;Sudetenstraße;;Eller;40231;3379;;;;;82
Südallee;;5269;5168;Kammerrathsfeldstraße;Frankfurter Straße;Benrath;40593;2915;59;999;;;95
Südallee;;5269;5168;Kammerrathsfeldstraße;Frankfurter Straße;Urdenbach;40593;2915;1;57;2;998;96
Südfriedhof;siehe Am S.;;;;;;;;;;;;
Südlicher Zubringer;;4873;5473;Kölner Landstraße;Stadtgrenze;Eller;40229;2916;;;102;300;82
Südlicher Zubringer;;4873;5473;Kölner Landstraße;Stadtgrenze;Unterbach;40627;2916;;;302;998;84
Südlicher Zubringer;;4873;5473;Kölner Landstraße;Stadtgrenze;Wersten;40591;2916;1;201;2;100;91
Südlicher Zubringer;;4873;5473;Kölner Landstraße;Stadtgrenze;Hassels;40599;2916;203;999;;;98
Südring;;4474;4174;Merowingerstraße;Joseph-Kardinal-Frings-Brücke;Hamm;40221;2917;183;999;182;998;34
Südring;;4474;4174;Merowingerstraße;Joseph-Kardinal-Frings-Brücke;Bilk;40223;2917;1;53;2;54;36
Südring;;4474;4174;Merowingerstraße;Joseph-Kardinal-Frings-Brücke;Bilk;40221;2917;55;75;56;60;36
Südring;;4474;4174;Merowingerstraße;Joseph-Kardinal-Frings-Brücke;Bilk;40221;2917;77;181;62;180;36
Südstraße;;4476;;Poststraße;Bilker Straße;Carlstadt;40213;2918;;;;;12
Süllenstraße;;5071;5170;Hasselsstraße;Bromberger Straße;Benrath;40599;2919;1;21;;;95
Süllenstraße;;5071;5170;Hasselsstraße;Bromberger Straße;Hassels;40599;2919;23;999;2;998;98
Suitbertusplatz;;4474;;Brunnenstraße;Witzelstraße;Bilk;40223;2920;;;;;36
Suitbertus-Stiftsplatz;;4185;;Pfalzufer;Stiftsgasse;Kaiserswerth;40489;2921;;;;;53
Suitbertusstraße;;4474;4375;Martinstraße;Suitbertusplatz;Bilk;40223;2922;1;121;2;110;36
Suitbertusstraße;;4474;4375;Martinstraße;Suitbertusplatz;Bilk;40223;2922;123;999;112;998;36
Sulzbachstraße;;4978;4878;Beverweg;Pöhlenweg;Gerresheim;40629;2923;1;999;;;71
Sulzbachstraße;;4978;4878;Beverweg;Pöhlenweg;Grafenberg;40629;2923;;;2;998;72
Suter-Pfad;siehe Wilhelm-S.-Pf.;;;;;;;;;;;;
Suttner-Platz;siehe Bertha-von-S.-Pl.;;;;;;;;;;;;
Suttner-Straße;siehe Bertha-von-S.-Str.;;;;;;;;;;;;
Sybelstraße;;4779;4679;Brehmstraße;Heinrichstraße;Düsseltal;40239;2924;;;;;23
Syltstraße;;4582;;Kleinschmitthauser Weg;Unterrather Straße;Unterrath;40468;2925;;;;;62
Synagogenweg;;5078;;Kölner Tor;Märkische Straße;Gerresheim;40625;2926;;;;;71
Talstraße;;4476;4475;Luisenstraße;Bachstraße;Friedrichstadt;40217;2927;;;;;31
Talweg;;4386;4387;Am Mühlenacker;nach Norden;Wittlaer;40489;695;;;;;54
Tannenhofweg;;5076;5075;Sandträgerweg;Gothaer Weg;Gerresheim;40627;2928;83;999;;;71
Tannenhofweg;;5076;5075;Sandträgerweg;Gothaer Weg;Vennhausen;40627;2928;1;81;2;998;83
Tannenstraße;;4580;4479;Rossstraße;Ulmenstraße;Derendorf;40476;2929;;;;;15
Tannenwäldchen;siehe Am T.;;;;;;;;;;;;
Tannhäuserstraße;;4277;4278;Columbusstraße;Schanzenstraße;Oberkassel;40549;2930;;;;;41
Taubenbergstraße;;5077;;Quadenhofstraße;Pillebach;Gerresheim;40625;2931;;;;;71
Taubenstraße;;4578;4577;Rosenstraße;Gartenstraße;Pempelfort;40479;2932;;;;;14
Teichstraße;;5170;;südwestlich Kleinstraße;Kleinstraße;Benrath;40597;2933;;;;;95
Telemannstraße;;5169;;Urdenbacher Allee;Spohrstraße;Benrath;40593;2934;;;;;95
Telleringstraße;;5170;5169;Hildener Straße;Jagenbergstraße;Benrath;40597;2935;;;;;95
Tell-Straße;siehe Wilhelm-T.-Str.;;;;;;;;;;;;
Teplitzer Straße;;4975;;Schweidnitzer Straße;Am Hackenbruch;Eller;40231;2936;;;;;82
Terbuyken-Straße;siehe Willi-Terbuyken-Str.;;;;;;;;;;;;
Terminal Ring;;4482;4483;Kalkumer Straße;Peter-Müller-Straße;Lohausen;40474;3453;1;19;2;4a;52
Terminal Ring;;4482;4483;Kalkumer Straße;Peter-Müller-Straße;Unterrath;40474;3453;21;999;10;998;62
Tersteegenstraße;;4380;5379;Kaiserswerther Straße;Erich-Klausener-Straße;Golzheim;40474;2938;;;;;16
Tetelberg;siehe Auf'm T.;;;;;;;;;;;;
Teutoburgstraße;;5076;5176;Heyestraße;Portastr. kreuz. über d. hinaus;Gerresheim;40625;2939;;;;;71
Teutonenstraße;;4377;;Luegallee;Salierstraße;Oberkassel;40545;2940;;;;;41
Teutsch-Straße;siehe Georg-Daniel-T.-Str;;;;;;;;;;;;
Tevernstraße;;4881;;Oberrather Straße;Rather Markt;Rath;40472;2941;;;;;63
